query_id,doc_id,label,bm25_score,tfidf_score,pagerank,ctr,title_match,url_depth,doc_length_norm,freshness,exact_match,domain_authority
205,3,1,0.7593,3.5973,0.3227,0.0429,0.0024,7,0.0373,0.8672,0,0.8467
205,4,1,4.3136,2.83,0.3924,0.0086,0.2131,4,0.1993,0.491,0,0.8298
205,5,2,3.3319,2.5688,0.236,0.1404,0.3227,3,0.0531,0.094,0,0.2282
205,6,1,0.0149,0.8345,0.38,0.2773,0.7706,7,0.0917,0.9705,0,0.6921
205,7,0,0.3935,1.2214,0.1641,0.0343,0.5794,7,0.2464,0.3577,0,0.2797
205,8,1,0.7678,1.0612,0.354,0.2459,0.8199,4,0.0108,0.3284,0,0.4222
205,9,3,4.7936,0.5014,0.4838,0.3674,0.6075,3,0.0171,0.5755,0,0.6995
205,10,1,1.037,0.7526,0.2708,0.0302,0.2096,5,0.0165,0.845,1,0.2883
205,11,2,3.1348,0.9558,0.5802,0.0433,0.9803,6,0.1011,0.2428,0,0.5935
205,12,1,1.6912,1.2915,0.1503,0.0991,0.727,2,0.0257,0.7338,0,0.1615
205,13,1,1.1925,2.2141,0.2685,0.1849,0.307,4,0.0231,0.312,0,0.2126
205,14,2,5.9939,3.6769,0.1843,0.0851,0.0993,5,0.0135,0.5671,0,0.7043
205,15,1,0.1726,2.6425,0.1969,0.1092,0.2034,7,0.0092,0.3818,0,0.4575
205,16,1,2.4174,0.9151,0.0282,0.0468,0.8363,4,0.0072,0.8681,0,0.5861
205,17,0,0.4367,1.5146,0.1232,0.0287,0.7752,4,0.0172,0.5242,1,0.41
205,18,1,0.9804,3.2327,0.4739,0.0151,0.4598,6,0.038,0.4957,0,0.565
205,19,0,0.6676,0.171,0.4213,0.069,0.9921,6,0.0691,0.0277,0,0.1825
206,0,1,2.7928,4.8048,0.1945,0.0014,0.7354,3,0.0244,0.6714,1,0.6371
206,1,1,5.1722,1.6203,0.2814,0.0787,0.2331,6,0.1857,0.3528,0,0.6086
206,2,1,0.8217,2.8489,0.2529,0.0537,0.502,7,0.0278,0.7862,1,0.3557
206,3,2,6.6543,2.5511,0.0951,0.0969,0.9378,2,0.1184,0.3286,0,0.3
206,4,0,0.9596,4.0185,0.1603,0.0429,0.0885,4,0.0321,0.7829,0,0.141
206,5,3,5.0268,3.2785,0.2178,0.111,0.8298,7,0.0419,0.2901,0,0.4099
206,6,0,2.0951,0.9522,0.0793,0.0508,0.7081,7,0.0311,0.5027,0,0.4173
206,7,1,2.1772,2.2798,0.4062,0.0355,0.967,5,0.1341,0.6129,1,0.7759
206,8,1,0.3178,3.4714,0.1328,0.0681,0.8294,3,0.0452,0.6054,0,0.5646
206,9,1,0.3822,1.6794,0.1235,0.0318,0.1718,7,0.0355,0.8429,0,0.2533
206,10,1,0.3255,5.9553,0.455,0.4832,0.902,7,0.0346,0.0684,0,0.2454
206,11,2,5.0025,1.092,0.5152,0.2564,0.0197,4,0.0243,0.4809,0,0.1787
206,12,2,0.4623,9.4479,0.1124,0.0181,0.8955,2,0.0643,0.2797,0,0.6446
206,13,1,1.6315,0.0278,0.2823,0.0239,0.8386,1,0.0386,0.0215,0,0.5486
206,14,1,4.8964,0.4872,0.2014,0.1176,0.9965,4,0.2714,0.2929,1,0.6871
206,15,0,0.8353,0.8148,0.4415,0.2848,0.5384,7,0.1126,0.6962,0,0.6923
206,16,1,0.1381,0.959,0.3597,0.3512,0.7497,4,0.0106,0.4187,0,0.0646
206,17,1,3.4127,2.0503,0.5186,0.07,0.1376,4,0.1562,0.7785,0,0.3555
206,18,2,0.1407,0.3372,0.3225,0.0713,0.8711,7,0.0664,0.2175,0,0.2756
206,19,1,0.5638,0.9907,0.167,0.0581,0.0008,7,0.0049,0.6919,0,0.0611
207,0,0,2.1698,0.9908,0.2874,0.0068,0.2331,1,0.0576,0.0511,0,0.1916
207,1,0,1.1599,0.0705,0.3843,0.0198,0.6279,3,0.1109,0.3488,0,0.0709
207,2,1,0.1382,3.8364,0.453,0.1071,0.7472,5,0.0234,0.9856,1,0.538
207,3,2,2.2756,0.8425,0.1687,0.0186,0.1971,1,0.0545,0.8608,0,0.7353
207,4,2,1.4317,0.5529,0.0777,0.4122,0.1831,3,0.0713,0.3309,1,0.2226
207,5,1,2.9121,1.9292,0.4406,0.0733,0.2567,7,0.0135,0.5326,0,0.4
207,6,1,0.4743,0.5319,0.1489,0.0143,0.5512,7,0.016,0.546,1,0.3962
207,7,1,0.116,0.9276,0.3602,0.0521,0.0746,1,0.0413,0.6677,1,0.3286
207,8,1,1.3097,1.4422,0.5787,0.0737,0.3252,4,0.0561,0.1194,0,0.3975
207,9,1,0.8358,0.2831,0.0819,0.1327,0.1615,2,0.0163,0.8923,0,0.635
207,10,4,13.125,2.3158,0.0675,0.0361,0.1044,4,0.0099,0.1146,0,0.2559
207,11,1,0.1597,6.4068,0.4488,0.0148,0.2757,4,0.1058,0.0035,0,0.4289
207,12,0,0.4566,0.2033,0.6005,0.0524,0.5536,2,0.0341,0.111,0,0.4354
207,13,1,0.2455,0.9216,0.224,0.1142,0.88,4,0.0148,0.4233,0,0.773
207,14,2,6.5479,0.3072,0.3171,0.0059,0.9222,2,0.3262,0.918,1,0.3445
207,15,0,0.1957,0.3316,0.2724,0.0323,0.4238,1,0.0166,0.3826,1,0.1063
207,16,1,2.2501,0.6714,0.6267,0.1049,0.7196,7,0.0152,0.305,0,0.4298
207,17,1,0.2749,0.2615,0.6184,0.0173,0.838,4,0.0051,0.4797,1,0.1409
207,18,0,0.4854,0.8552,0.2611,0.0628,0.4722,7,0.1075,0.8864,0,0.2578
207,19,2,2.5297,5.5708,0.1748,0.1455,0.2417,3,0.1635,0.7869,0,0.6136
208,0,1,3.0595,1.8801,0.2489,0.0251,0.6745,6,0.0664,0.7304,0,0.2228
208,1,0,1.1526,0.2481,0.0884,0.3674,0.4982,3,0.0666,0.347,1,0.8191
208,2,2,3.5184,1.6457,0.5969,0.2893,0.7328,6,0.0255,0.7436,0,0.4245
208,3,1,0.1253,0.9029,0.1079,0.0998,0.6236,5,0.0554,0.7973,0,0.5311
208,4,0,3.0019,0.4857,0.1009,0.0113,0.1931,2,0.1084,0.6565,0,0.6833
208,5,0,0.9547,1.1799,0.1774,0.1698,0.3459,5,0.1196,0.4553,0,0.5067
208,6,1,1.2833,1.7657,0.0687,0.0626,0.304,7,0.0403,0.9769,1,0.4246
208,7,1,2.6782,0.9952,0.2774,0.0798,0.4956,4,0.0226,0.1908,0,0.5965
208,8,1,0.1262,1.0495,0.0681,0.0092,0.9367,2,0.016,0.4355,0,0.2608
208,9,2,1.7149,3.2894,0.3765,0.117,0.8472,7,0.0267,0.5899,0,0.0666
208,10,1,0.361,1.8607,0.0933,0.0172,0.5318,7,0.144,0.5812,0,0.1093
208,11,1,0.8079,3.1653,0.5397,0.0699,0.7537,6,0.1874,0.357,1,0.0864
208,12,1,4.4703,2.1267,0.2398,0.0465,0.1508,1,0.0401,0.5128,1,0.2525
208,13,1,0.0542,1.4756,0.2186,0.0414,0.6453,4,0.1461,0.5156,1,0.5113
208,14,0,2.2199,0.9765,0.3538,0.0531,0.2131,3,0.0634,0.5105,0,0.3063
208,15,1,4.869,0.3893,0.2689,0.1591,0.0899,5,0.0309,0.0899,0,0.35
208,16,1,1.7195,1.5181,0.4732,0.0962,0.8149,6,0.105,0.5782,1,0.0776
208,17,0,0.2117,4.7261,0.1708,0.0974,0.0379,1,0.0121,0.8092,1,0.2654
208,18,0,0.3656,0.9465,0.1567,0.1605,0.3053,6,0.0522,0.2078,0,0.2755
208,19,1,2.0018,1.2969,0.3807,0.1098,0.8401,4,0.0471,0.1038,0,0.3753
209,0,1,0.8385,0.6079,0.1323,0.1998,0.7941,3,0.1434,0.9558,0,0.1919
209,1,1,4.2591,1.4835,0.4201,0.002,0.2125,6,0.0264,0.9352,0,0.1561
209,2,1,0.3118,3.9268,0.0604,0.025,0.5263,7,0.0355,0.4976,0,0.1489
209,3,0,1.9954,0.2703,0.0178,0.0753,0.2883,5,0.1079,0.9593,1,0.6691
209,4,0,0.4186,1.2213,0.4234,0.1281,0.2496,6,0.0064,0.3473,1,0.2503
209,5,0,1.6134,1.5385,0.0329,0.3883,0.1529,3,0.0444,0.0734,0,0.305
209,6,0,0.6162,1.6349,0.4557,0.0206,0.8588,1,0.1234,0.3692,1,0.0247
209,7,0,0.1108,0.7109,0.464,0.0101,0.4275,5,0.0952,0.2659,0,0.5112
209,8,1,1.5257,0.1121,0.1621,0.0542,0.1051,3,0.1489,0.313,0,0.7628
209,9,0,2.2444,0.8872,0.0976,0.0443,0.846,4,0.1293,0.7948,0,0.1697
209,10,1,1.6032,0.7978,0.2205,0.087,0.6941,5,0.0694,0.5726,1,0.503
209,11,0,3.295,0.1165,0.3886,0.03,0.8704,4,0.0618,0.6631,0,0.1792
209,12,2,3.2723,2.1611,0.1958,0.1103,0.8342,2,0.0079,0.6502,0,0.4966
209,13,0,3.0292,3.4751,0.1669,0.0511,0.2144,1,0.0119,0.3821,1,0.545
209,14,2,4.3936,1.3898,0.5116,0.124,0.7958,7,0.049,0.5624,1,0.3518
209,15,1,0.1221,2.1489,0.3041,0.0408,0.0031,1,0.0491,0.5085,0,0.3377
209,16,1,3.5252,0.5903,0.3528,0.0104,0.1324,4,0.0206,0.2057,0,0.3467
209,17,1,0.1799,4.8888,0.2805,0.2338,0.7306,7,0.0234,0.2527,1,0.2255
209,18,0,1.7451,0.8775,0.1791,0.0998,0.0225,6,0.0057,0.8118,1,0.4455
209,19,0,3.3252,1.2376,0.0904,0.0156,0.4775,5,0.0253,0.4139,0,0.7268
210,0,0,0.3758,2.4751,0.3913,0.0037,0.4072,1,0.0089,0.9405,1,0.1925
210,1,0,0.077,0.7299,0.1175,0.0716,0.3754,4,0.0386,0.3129,1,0.3228
210,2,3,4.2601,1.0345,0.0937,0.3058,0.7092,3,0.0149,0.4366,0,0.2507
210,3,0,4.1639,1.2492,0.2014,0.1359,0.3701,7,0.1822,0.4045,0,0.6012
210,4,1,0.2042,2.7007,0.6177,0.0421,0.4605,3,0.0256,0.7814,0,0.1365
210,5,1,1.1324,3.5316,0.2112,0.0157,0.3409,2,0.0118,0.511,0,0.6197
210,6,2,0.7079,0.6211,0.6263,0.1613,0.967,4,0.1179,0.8873,0,0.253
210,7,1,3.0308,0.5068,0.4976,0.0058,0.1686,6,0.0152,0.4766,1,0.7332
210,8,0,1.8922,0.6363,0.2039,0.1853,0.1658,4,0.0645,0.1553,0,0.5146
210,9,1,1.5336,0.7914,0.3157,0.0508,0.6918,6,0.1088,0.2766,0,0.6396
210,10,1,0.8747,0.2481,0.2826,0.2507,0.25,1,0.0588,0.5149,0,0.6233
210,11,3,6.2003,3.6847,0.1574,0.0306,0.729,6,0.0247,0.3106,0,0.5262
210,12,0,0.356,0.445,0.0454,0.2048,0.0646,4,0.0599,0.2764,0,0.1115
210,13,1,3.2637,0.2692,0.5697,0.1267,0.2582,4,0.0636,0.2784,0,0.1783
210,14,1,0.047,1.5078,0.2992,0.0383,0.9359,2,0.4634,0.7666,0,0.3993
210,15,1,0.7501,0.2793,0.5064,0.0801,0.9597,2,0.0093,0.6387,0,0.4179
210,16,1,1.5694,1.8036,0.4001,0.0332,0.7213,4,0.0178,0.0044,1,0.5193
210,17,1,5.4648,0.4593,0.486,0.0064,0.1709,7,0.0566,0.442,1,0.418
210,18,1,1.1216,0.1653,0.5179,0.1239,0.77,2,0.1232,0.4287,1,0.4744
210,19,3,1.7522,7.1459,0.2908,0.4049,0.304,5,0.0181,0.2192,0,0.4955
211,0,2,5.4206,2.2783,0.3414,0.0686,0.9888,6,0.0348,0.8354,1,0.142
211,1,1,5.0715,2.0268,0.1593,0.0397,0.4925,1,0.0116,0.084,0,0.6251
211,2,0,1.4601,2.4495,0.2494,0.1099,0.8499,4,0.0231,0.0115,0,0.3193
211,3,1,0.4684,0.4134,0.6284,0.1312,0.7356,3,0.0114,0.5403,0,0.2742
211,4,1,2.9166,4.7076,0.4116,0.0099,0.4397,6,0.0646,0.3012,0,0.2996
211,5,2,7.3006,0.1471,0.1426,0.0253,0.9624,1,0.2025,0.9221,0,0.2775
211,6,1,1.7506,0.5796,0.1054,0.1163,0.088,3,0.1364,0.0949,0,0.4406
211,7,0,0.3281,0.5634,0.073,0.0268,0.6872,2,0.0306,0.4049,0,0.2067
211,8,1,1.8773,3.842,0.2974,0.257,0.9735,5,0.0231,0.0969,0,0.5667
211,9,1,2.2558,4.0116,0.1353,0.0793,0.4642,7,0.016,0.4455,1,0.2961
211,10,2,4.0377,0.0725,0.3554,0.059,0.8558,4,0.0195,0.5086,0,0.2812
211,11,1,1.1319,3.1766,0.48,0.1432,0.999,6,0.0257,0.3113,0,0.4311
211,12,1,1.9431,0.7978,0.6427,0.1294,0.6409,4,0.1943,0.488,0,0.2789
211,13,0,0.0687,3.1133,0.447,0.0212,0.7088,2,0.0464,0.0603,0,0.6412
211,14,0,3.4538,0.2866,0.0925,0.0933,0.239,6,0.1749,0.1387,0,0.2227
211,15,1,0.1273,0.6759,0.3179,0.0424,0.36,5,0.0276,0.2315,0,0.3145
211,16,1,0.9325,0.7315,0.0695,0.064,0.4107,1,0.0553,0.4399,1,0.3345
211,17,1,1.5078,0.7295,0.2993,0.0184,0.4334,5,0.0122,0.8914,0,0.2504
211,18,2,7.0985,6.1367,0.5151,0.1396,0.285,5,0.0915,0.9369,0,0.468
211,19,0,0.4366,0.0769,0.2147,0.002,0.4219,6,0.0184,0.7165,1,0.7272
212,0,1,0.179,1.0539,0.524,0.2032,0.7478,1,0.0726,0.3593,0,0.2712
212,1,1,2.965,0.1282,0.3128,0.1349,0.9641,7,0.1212,0.358,0,0.5682
212,2,0,1.8972,0.2262,0.4326,0.016,0.2256,5,0.2069,0.6944,0,0.3278
212,3,0,0.7823,2.1161,0.2137,0.0155,0.8678,6,0.0149,0.5062,0,0.3633
212,4,0,7.299,1.6577,0.4771,0.0553,0.9241,2,0.3244,0.0793,0,0.1734
212,5,0,1.0393,1.9477,0.0124,0.192,0.3276,5,0.0129,0.3751,1,0.341
212,6,1,1.6527,0.207,0.2599,0.197,0.358,6,0.0165,0.7853,1,0.446
212,7,1,1.2731,3.4812,0.713,0.0088,0.9928,1,0.0158,0.5322,0,0.4841
212,8,1,0.4731,1.1299,0.4559,0.075,0.3389,5,0.0512,0.8342,0,0.2182
212,9,0,1.1084,1.5046,0.2757,0.0503,0.6164,5,0.0597,0.3145,1,0.2393
212,10,1,5.6912,2.6572,0.2423,0.1397,0.4875,1,0.0274,0.2719,1,0.8237
212,11,0,0.1339,2.4518,0.1098,0.5302,0.0739,7,0.3727,0.5797,0,0.6394
212,12,0,0.1841,0.3758,0.3414,0.0909,0.9556,7,0.0185,0.0667,0,0.1042
212,13,0,0.7802,3.4455,0.5718,0.0924,0.0842,5,0.0307,0.4244,1,0.5028
212,14,2,4.8637,0.6103,0.3577,0.3369,0.7309,6,0.0086,0.7096,1,0.3876
212,15,1,1.008,1.2217,0.3648,0.1497,0.5346,5,0.0171,0.0311,0,0.6645
212,16,0,1.6264,0.1164,0.2996,0.0647,0.2919,2,0.0503,0.295,1,0.3314
212,17,0,5.9651,0.7829,0.0726,0.0917,0.4728,1,0.0255,0.9392,0,0.7109
212,18,0,0.2568,0.8428,0.0838,0.1371,0.3936,7,0.0247,0.8175,0,0.1275
212,19,1,2.0095,0.9146,0.383,0.2293,0.9753,2,0.006,0.1003,1,0.6286
213,0,1,0.8198,0.0061,0.1986,0.1116,0.1903,7,0.0094,0.6941,0,0.1593
213,1,2,2.457,4.3383,0.2914,0.0052,0.1816,1,0.0073,0.2415,1,0.6266
213,2,1,0.5734,0.2743,0.2316,0.3359,0.7554,1,0.0873,0.046,0,0.3442
213,3,1,1.2389,0.0469,0.3295,0.0059,0.6712,5,0.0657,0.3534,1,0.1062
213,4,2,0.7206,0.498,0.4817,0.1004,0.6242,2,0.0289,0.2813,1,0.4193
213,5,1,1.139,1.2897,0.3412,0.0758,0.6283,3,0.0129,0.4488,0,0.1146
213,6,1,0.6212,1.3157,0.3598,0.0005,0.2411,7,0.0675,0.0337,0,0.3325
213,7,2,2.0263,2.8628,0.7085,0.0254,0.3797,7,0.0825,0.0909,0,0.0649
213,8,2,6.4063,1.3501,0.2032,0.1243,0.5633,3,0.0452,0.1007,0,0.4022
213,9,2,4.0819,0.2401,0.0491,0.1433,0.893,4,0.0457,0.29,1,0.4354
213,10,0,1.0608,0.2962,0.0861,0.001,0.1697,2,0.0222,0.6433,0,0.4211
213,11,1,0.9774,0.5833,0.3241,0.0794,0.9832,6,0.3587,0.8368,0,0.1019
213,12,1,0.5001,2.5206,0.2368,0.032,0.7368,7,0.1659,0.5115,0,0.5456
213,13,2,6.5753,2.2447,0.259,0.011,0.0475,7,0.0191,0.8632,1,0.697
213,14,2,0.6694,1.7356,0.538,0.1391,0.2153,4,0.0621,0.4689,0,0.614
213,15,0,1.5446,2.7363,0.4044,0.0354,0.5346,6,0.2399,0.7199,0,0.3176
213,16,1,6.4305,0.1929,0.1839,0.0537,0.8389,7,0.0402,0.3693,1,0.3735
213,17,2,0.1163,0.3639,0.123,0.2864,0.1396,6,0.0327,0.2265,0,0.3674
213,18,1,0.4038,3.342,0.3656,0.012,0.9508,7,0.015,0.7953,0,0.5303
213,19,2,2.5928,0.5866,0.3318,0.0709,0.6256,2,0.0438,0.1001,1,0.3317
214,0,1,0.1574,2.581,0.3233,0.0221,0.5346,6,0.0205,0.4507,0,0.06
214,1,0,2.2996,3.048,0.2217,0.0253,0.7555,6,0.4797,0.6828,1,0.105
214,2,0,6.7651,0.1213,0.2329,0.1024,0.6588,1,0.0958,0.5502,0,0.3584
214,3,0,0.0147,0.1255,0.0855,0.2325,0.168,1,0.0144,0.4616,0,0.494
214,4,1,1.0744,1.9314,0.5591,0.0056,0.4609,6,0.0224,0.1952,0,0.3709
214,5,2,2.3838,2.7784,0.3727,0.405,0.9136,5,0.1332,0.0349,1,0.5637
214,6,0,5.383,0.7317,0.3708,0.0798,0.0585,6,0.1044,0.5529,0,0.348
214,7,1,5.6987,1.2935,0.0825,0.0437,0.8466,2,0.0297,0.944,0,0.4031
214,8,0,2.0474,1.0344,0.0282,0.1296,0.0492,6,0.0858,0.57,1,0.5063
214,9,0,3.2634,1.6205,0.1187,0.1864,0.1953,7,0.0247,0.837,0,0.195
214,10,0,1.2701,0.0725,0.0814,0.1083,0.5856,7,0.0592,0.9072,0,0.1382
214,11,0,0.1341,1.3487,0.2405,0.0849,0.3645,5,0.015,0.3418,1,0.0803
214,12,0,0.0265,1.4127,0.3939,0.1066,0.1466,3,0.0078,0.4055,0,0.3896
214,13,1,1.2639,4.3063,0.1882,0.193,0.1494,4,0.0779,0.3954,0,0.3515
214,14,0,0.5198,5.2044,0.3455,0.0154,0.9452,1,0.0469,0.7375,0,0.545
214,15,1,1.4912,1.8241,0.1657,0.1143,0.7856,5,0.0384,0.1827,0,0.3433
214,16,0,0.4407,6.2731,0.5929,0.0703,0.8362,3,0.2696,0.378,1,0.2063
214,17,0,5.0209,1.3193,0.1417,0.0748,0.3943,1,0.0479,0.5037,0,0.2008
214,18,0,0.1316,0.6524,0.2217,0.0232,0.4979,4,0.0313,0.0185,0,0.5997
214,19,0,0.6778,2.7349,0.1127,0.2922,0.6146,3,0.0235,0.3389,0,0.596
215,0,0,2.1976,1.3355,0.1629,0.0397,0.8461,6,0.0708,0.2954,1,0.319
215,1,2,1.1842,6.9553,0.3204,0.1764,0.3504,1,0.1346,0.6136,0,0.1284
215,2,1,3.911,2.51,0.4123,0.0336,0.5432,6,0.1089,0.3384,0,0.6386
215,3,1,2.294,0.117,0.1109,0.05,0.9339,6,0.0041,0.5222,0,0.6164
215,4,1,3.6332,1.1538,0.0465,0.0635,0.3742,5,0.061,0.4982,1,0.3439
215,5,0,3.5925,0.3893,0.1037,0.0099,0.5353,5,0.0421,0.435,0,0.4829
215,6,1,1.6449,3.219,0.3206,0.0768,0.0633,2,0.0172,0.9266,0,0.5488
215,7,0,0.0409,3.2964,0.4848,0.0321,0.676,3,0.2371,0.9027,0,0.4962
215,8,0,0.3378,0.507,0.1152,0.2559,0.2534,4,0.0275,0.2796,0,0.6816
215,9,0,2.7044,1.0848,0.4631,0.0134,0.149,5,0.0089,0.7247,0,0.2814
215,10,1,1.4964,0.429,0.3185,0.2207,0.3354,5,0.1607,0.8811,0,0.4431
215,11,1,3.1752,3.2323,0.2723,0.0189,0.9229,6,0.0181,0.4529,0,0.7225
215,12,1,3.0909,0.6961,0.2311,0.0821,0.2799,7,0.114,0.367,0,0.1908
215,13,1,6.0348,2.5462,0.1521,0.0365,0.4101,4,0.0119,0.9557,0,0.4152
215,14,0,2.6384,1.4277,0.2425,0.0015,0.3556,3,0.0718,0.3491,0,0.5267
215,15,4,5.792,6.7537,0.769,0.2783,0.4922,4,0.0921,0.1106,0,0.4721
215,16,0,2.0653,2.2415,0.1698,0.0692,0.5988,2,0.0271,0.5976,0,0.3597
215,17,0,0.4066,0.4143,0.3378,0.0034,0.7787,1,0.3476,0.9735,0,0.0574
215,18,0,0.5179,1.1068,0.0685,0.0905,0.2824,2,0.021,0.6046,0,0.4202
215,19,1,0.2687,1.2711,0.0986,0.0986,0.5522,5,0.0121,0.2997,0,0.8253
216,0,1,0.4948,3.3366,0.3112,0.043,0.6457,6,0.0603,0.506,0,0.3503
216,1,1,3.9108,0.4734,0.2404,0.0302,0.6566,1,0.0501,0.6462,0,0.2174
216,2,3,1.3325,4.1631,0.3303,0.1563,0.8069,1,0.063,0.5093,0,0.3471
216,3,1,4.434,0.4725,0.0124,0.0223,0.6251,1,0.0221,0.0894,0,0.454
216,4,0,0.0297,1.5986,0.159,0.0094,0.6849,7,0.0815,0.4488,0,0.4997
216,5,1,0.0728,3.2991,0.1614,0.1207,0.3011,2,0.01,0.9688,0,0.2551
216,6,1,0.4077,1.4702,0.2923,0.0225,0.5549,3,0.008,0.821,0,0.5559
216,7,0,0.649,0.7804,0.1962,0.0083,0.3153,5,0.0551,0.826,1,0.4088
216,8,1,3.1369,0.3869,0.3696,0.0667,0.037,5,0.0765,0.1403,1,0.2966
216,9,2,1.9214,1.0904,0.694,0.0089,0.5449,1,0.0291,0.3461,1,0.4787
216,10,1,0.3096,0.4351,0.2452,0.1469,0.0046,1,0.0194,0.6071,1,0.2765
216,11,2,0.8686,1.5363,0.2494,0.1809,0.4745,6,0.0145,0.7043,0,0.2254
216,12,1,1.9362,0.8191,0.3619,0.025,0.5288,1,0.0623,0.3862,1,0.1433
216,13,1,1.2334,0.9672,0.73,0.0076,0.8674,5,0.0212,0.6807,0,0.2102
216,14,0,0.3079,1.1484,0.0197,0.1197,0.4777,2,0.0962,0.1466,0,0.3794
216,15,1,2.5608,0.4009,0.4977,0.0227,0.8254,5,0.0438,0.6668,0,0.496
216,16,0,0.0245,0.7203,0.1405,0.0154,0.334,2,0.0052,0.2756,0,0.1481
216,17,1,0.7269,1.1436,0.0728,0.0227,0.801,5,0.0086,0.6624,0,0.3185
216,18,2,3.7771,0.7828,0.2042,0.1286,0.6859,2,0.0316,0.5549,0,0.3808
216,19,0,1.3754,0.6404,0.1063,0.0364,0.8796,4,0.1332,0.3968,0,0.3519
217,0,0,4.1836,0.2539,0.1872,0.1131,0.7501,3,0.2472,0.1741,1,0.5173
217,1,2,5.0826,3.5406,0.355,0.1331,0.0287,2,0.0545,0.8014,1,0.1727
217,2,0,1.6132,0.0848,0.5078,0.0582,0.2591,5,0.0328,0.9711,1,0.5896
217,3,0,0.6099,0.2373,0.3505,0.0297,0.8491,7,0.035,0.7616,0,0.2658
217,4,0,1.9882,2.2291,0.3664,0.2078,0.3155,1,0.0874,0.1911,0,0.3039
217,5,1,1.2763,1.1501,0.0544,0.322,0.2761,3,0.0988,0.7237,0,0.9181
217,6,0,1.4001,0.2008,0.3516,0.1251,0.0899,2,0.0241,0.889,0,0.1773
217,7,1,2.7191,0.2518,0.4745,0.0663,0.1746,7,0.0196,0.8279,0,0.7069
217,8,0,0.1495,0.7194,0.3878,0.1384,0.0497,4,0.0145,0.2739,0,0.3597
217,9,0,0.7748,0.615,0.2708,0.0207,0.9112,5,0.0472,0.2215,1,0.7134
217,10,0,2.0067,0.3073,0.5812,0.0082,0.7892,7,0.1749,0.3072,0,0.1618
217,11,1,2.1346,0.4236,0.318,0.1322,0.8794,3,0.1886,0.9519,0,0.1471
217,12,1,2.4198,1.9936,0.4822,0.1544,0.5864,2,0.201,0.6582,0,0.0458
217,13,1,0.5401,2.4941,0.3185,0.1009,0.3078,1,0.0174,0.169,1,0.0474
217,14,0,4.6302,0.5791,0.2356,0.1057,0.2721,1,0.0462,0.9979,0,0.2123
217,15,0,0.3899,0.6203,0.2473,0.0184,0.5865,5,0.0502,0.0926,0,0.467
217,16,0,1.5748,0.1935,0.3645,0.0063,0.5624,1,0.0097,0.2029,0,0.3449
217,17,1,0.6321,1.0456,0.2662,0.4632,0.3439,2,0.032,0.0853,1,0.0488
217,18,0,0.0496,1.6484,0.5478,0.025,0.0924,4,0.0625,0.3883,1,0.2136
217,19,1,5.0637,0.7577,0.3224,0.0088,0.6135,4,0.0307,0.6882,0,0.2768
218,0,0,0.2782,0.6609,0.4547,0.0928,0.6264,1,0.0876,0.9662,0,0.5264
218,1,1,0.0737,2.5869,0.1603,0.176,0.9116,1,0.0191,0.08,1,0.2168
218,2,2,2.4529,1.5123,0.2269,0.0134,0.9891,5,0.1138,0.183,0,0.2242
218,3,0,4.2903,0.9482,0.1955,0.0204,0.4355,1,0.0212,0.1235,1,0.6361
218,4,0,1.2957,0.1644,0.3089,0.0318,0.2303,7,0.0256,0.8478,1,0.6378
218,5,0,2.9771,1.4514,0.1384,0.2009,0.2008,6,0.0422,0.9985,1,0.5515
218,6,2,9.4109,1.594,0.2389,0.0171,0.5255,7,0.0681,0.0988,0,0.2078
218,7,1,0.3402,3.3514,0.4337,0.0693,0.346,3,0.0083,0.9946,0,0.4341
218,8,0,0.0357,0.2217,0.261,0.0045,0.0136,2,0.0116,0.9988,0,0.7206
218,9,0,0.4194,0.031,0.2315,0.0293,0.0428,6,0.0671,0.5712,0,0.3597
218,10,1,2.3786,1.3139,0.4338,0.0025,0.7489,7,0.1527,0.5617,1,0.5683
218,11,0,2.0631,1.343,0.3098,0.0537,0.2541,5,0.029,0.8769,1,0.3341
218,12,0,0.3229,0.2522,0.4658,0.1712,0.4647,2,0.0192,0.7911,0,0.6455
218,13,0,1.113,0.9099,0.3269,0.0427,0.8813,5,0.1527,0.5513,0,0.6567
218,14,1,5.3893,0.29,0.4482,0.077,0.9986,5,0.0702,0.903,0,0.8661
218,15,1,0.0164,1.7463,0.1903,0.0232,0.3853,5,0.0764,0.8234,0,0.7336
218,16,0,0.5028,0.4326,0.2456,0.0987,0.6691,6,0.2513,0.7921,1,0.3516
218,17,0,0.1177,0.8778,0.1157,0.0646,0.4416,4,0.0462,0.3876,0,0.1615
218,18,1,0.4727,2.4243,0.2773,0.0528,0.8141,6,0.2308,0.6432,0,0.7569
218,19,1,7.0836,0.4785,0.199,0.0296,0.0707,7,0.0272,0.4058,1,0.2137
219,0,0,0.3007,0.0008,0.2481,0.017,0.0411,4,0.0399,0.6014,0,0.1287
219,1,0,0.4385,1.1236,0.332,0.0516,0.1297,1,0.0156,0.0245,1,0.2578
219,2,1,7.6203,0.8494,0.2205,0.1054,0.3854,6,0.049,0.7222,0,0.3986
219,3,1,1.5262,2.0023,0.4042,0.0204,0.5198,3,0.0111,0.8769,1,0.4999
219,4,0,1.3847,1.2094,0.2638,0.0347,0.0776,6,0.015,0.0654,0,0.4939
219,5,0,2.9607,1.0232,0.1821,0.0272,0.4748,3,0.0164,0.9752,0,0.4356
